id,domain,topic,subtopic,template
MED.1,Medicine & Health,Foundations & Basic Sciences,Introduction to Medicine and Health,definition
MED.1,Medicine & Health,Foundations & Basic Sciences,Human Biology and Anatomy,definition
MED.1,Medicine & Health,Foundations & Basic Sciences,Biochemistry and Molecular Biology,definition
MED.1,Medicine & Health,Foundations & Basic Sciences,Cellular and Tissue Physiology,definition
MED.1,Medicine & Health,Foundations & Basic Sciences,Basic Laboratory Methods and Diagnostics,definition
MED.1,Medicine & Health,Foundations & Basic Sciences,Epidemiology and Biostatistics,definition
MED.2,Medicine & Health,Core Medical Sciences,Anatomy and Physiology,definition
MED.2,Medicine & Health,Core Medical Sciences,Pathology and Disease Mechanisms,definition
MED.2,Medicine & Health,Core Medical Sciences,Microbiology and Immunology,definition
MED.2,Medicine & Health,Core Medical Sciences,Pharmacology and Therapeutics,definition
MED.2,Medicine & Health,Core Medical Sciences,Medical Genetics and Genomics,definition
MED.2,Medicine & Health,Core Medical Sciences,Rehabilitation and Palliative Care,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,General Clinical Principles and Diagnostics,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,"Internal Medicine (Cardiology, Respiratory, Gastroenterology, Renal, Endocrine, etc.)",definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Surgical Specialties and Techniques,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Pediatrics and Neonatology,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Obstetrics and Gynecology,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Psychiatry and Mental Health,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Emergency and Critical Care Medicine,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Geriatrics and Long-term Care,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Family Medicine and Primary Care,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Epidemiology and Disease Surveillance,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Preventive Medicine and Health Promotion,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Vaccination and Immunization Programs,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Nutrition and Lifestyle Medicine,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Environmental and Occupational Health,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Health Policy and Management,definition
MED.4,Medicine & Health,Preventive Medicine & Public Health,Global Health and Pandemic Preparedness,definition
MED.5,Medicine & Health,"Research, Technology & Innovation",Medical Research Methodologies and Clinical Trials,definition
MED.5,Medicine & Health,"Research, Technology & Innovation",Medical Technology and Informatics,definition
MED.5,Medicine & Health,"Research, Technology & Innovation",Biotechnology and Genetic Engineering,definition
MED.5,Medicine & Health,"Research, Technology & Innovation",Precision Medicine and Personalized Therapeutics,definition
MED.5,Medicine & Health,"Research, Technology & Innovation","Innovations and Future Directions (AI, Robotics, Regenerative Medicine)",definition
MED.5,Medicine & Health,"Research, Technology & Innovation",Open Science and Knowledge Sharing,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Medical Ethics and Professionalism,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Legal and Regulatory Aspects of Healthcare,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Interdisciplinary Collaboration and Communication,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Healthcare Delivery and Systems,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Health Economics and Resource Allocation,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Medical Education and Continuous Professional Development,definition
MED.6,Medicine & Health,"Ethics, Law & Professional Practice",Cultural Competence and Patient-Centered Care,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Integrative and Complementary Medicine,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Mental Health and Psychosomatic Medicine,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Tropical Medicine and Infectious Diseases,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Space Medicine and Extreme Environment Health,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Sports Medicine and Rehabilitation,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Occupational and Environmental Medicine,definition
MED.7,Medicine & Health,Interdisciplinary & Specialized Topics,Medical Humanities and Narrative Medicine,definition
DIY.1,"DIY, Crafts & Cooking",Foundations & Core Principles,Introduction to DIY and Maker Culture,definition
DIY.1,"DIY, Crafts & Cooking",Foundations & Core Principles,Essential Tools and Materials,definition
DIY.1,"DIY, Crafts & Cooking",Foundations & Core Principles,Design Thinking and Creative Problem-Solving,definition
DIY.1,"DIY, Crafts & Cooking",Foundations & Core Principles,Safety Practices and Risk Management,definition
DIY.1,"DIY, Crafts & Cooking",Foundations & Core Principles,Sustainability and Eco-friendly Practices,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Basic Home Repairs and Maintenance,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Furniture Making and Carpentry,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Electrical and Plumbing Projects,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Home Renovation and Décor,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Outdoor and Garden Projects,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Project Planning and Execution,definition
DIY.2,"DIY, Crafts & Cooking",DIY Projects & Home Improvement,Upcycling and Recycling Projects,definition
DIY.3,"DIY, Crafts & Cooking",Crafts & Artistic Expression,"Exploration of Craft Disciplines (Painting, Drawing, Sculpture, Pottery, Textiles, Glass, Metal, Woodworking, Fiber Arts, Paper Crafts)",definition
DIY.3,"DIY, Crafts & Cooking",Crafts & Artistic Expression,"Techniques and Methodologies (Knitting, Sewing, Quilting, Embroidery, Weaving, Dyeing, Printmaking, Jewelry Making, Origami)",definition
DIY.3,"DIY, Crafts & Cooking",Crafts & Artistic Expression,Craft Project Development and Design,definition
DIY.3,"DIY, Crafts & Cooking",Crafts & Artistic Expression,Mixed Media and Multidisciplinary Crafts,definition
DIY.3,"DIY, Crafts & Cooking",Crafts & Artistic Expression,Craft Communities and Culture,definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,"Foundations of Cooking (Knife Skills, Cooking Methods, Food Safety)",definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,Exploring Culinary Traditions and World Cuisines,definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,Baking and Pastry Arts,definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,Advanced Techniques and Molecular Gastronomy,definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,Nutrition and Diet Planning,definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,Food Presentation and Plating,definition
DIY.4,"DIY, Crafts & Cooking",Culinary Arts & Cooking,Culinary Creativity and Experimentation,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Reference Manuals for DIY and Crafts,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Cookbooks and Culinary References,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Pattern Books and Recipe Collections,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Online Databases and Video Tutorials,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Tool and Equipment Guides,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Supplier and Material Directories,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Digital Platforms and Apps,definition
DIY.5,"DIY, Crafts & Cooking",Manuals & Resource Guides,Regulatory and Safety Guidelines,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Workshops and Classes (In-person and Online),definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Community Projects and Volunteering,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Maker Spaces and Fab Labs,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Collaboration and Sharing Economy,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Project-based Learning and Personal Development,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,"Exhibitions, Markets and Craft Fairs",definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Career Opportunities and Entrepreneurship,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Sustainability and Social Impact,definition
DIY.6,"DIY, Crafts & Cooking",Practical Applications & Community Engagement,Cultural Preservation and Traditional Crafts,definition
WELL.1,"Health, Fitness & Lifestyle",Introduction & Foundations of Wellness,Purpose and Scope of Wellness Guides,definition
WELL.1,"Health, Fitness & Lifestyle",Introduction & Foundations of Wellness,Science and Philosophy of Wellness and Lifestyle,definition
WELL.1,"Health, Fitness & Lifestyle",Introduction & Foundations of Wellness,"Dimensions of Wellness (Physical, Emotional, Mental, Social, Spiritual)",definition
WELL.1,"Health, Fitness & Lifestyle",Introduction & Foundations of Wellness,Evidence-Based Approaches to Health and Fitness,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Exercise Physiology and Anatomy,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Strength Training and Conditioning,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Cardiovascular and Aerobic Training,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Flexibility and Mobility,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Sports and Athletic Performance,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Fitness Program Design and Periodization,definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Injury Prevention and Rehabilitation,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Nutrition Science and Dietary Guidelines,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Meal Planning and Healthy Cooking,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Weight Management and Body Composition,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle","Special Diets (Vegetarian, Vegan, Keto, etc.)",definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Supplements and Functional Foods,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Lifestyle Habits and Behavior Change,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Sleep Science and Circadian Rhythms,definition
WELL.3,"Health, Fitness & Lifestyle","Nutrition, Diet & Lifestyle",Stress Management and Resilience,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Meditation and Mindfulness Practices,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Yoga and Mind-Body Connection,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Cognitive and Behavioral Strategies,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Mental Health and Psychological Wellness,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Emotional Intelligence and Self-Compassion,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Creative Expression and Art Therapy,definition
WELL.4,"Health, Fitness & Lifestyle","Mindfulness, Mental Health & Well-being",Social Support and Relationships,definition
WELL.5,"Health, Fitness & Lifestyle",Biographies & Inspirational Narratives,Stories of Health and Fitness Success,definition
WELL.5,"Health, Fitness & Lifestyle",Biographies & Inspirational Narratives,Biographies of Athletes and Wellness Leaders,definition
WELL.5,"Health, Fitness & Lifestyle",Biographies & Inspirational Narratives,Inspirational Journeys and Personal Transformation,definition
WELL.5,"Health, Fitness & Lifestyle",Biographies & Inspirational Narratives,Documentaries and Media Representations,definition
WELL.5,"Health, Fitness & Lifestyle",Biographies & Inspirational Narratives,Cross-cultural Perspectives and Community Stories,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Holistic and Integrative Health,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Complementary and Alternative Medicine,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Biohacking and Self-Tracking,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Aging and Longevity,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Women’s Health and Gender-specific Training,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Youth and Pediatric Wellness,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Workplace Wellness and Corporate Programs,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Environmental and Outdoor Fitness,definition
WELL.6,"Health, Fitness & Lifestyle",Specialized Topics & Trends,Technology and Wearables,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Designing Personal Wellness Plans,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Learning Pathways and Resource Integration,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Community Engagement and Support Networks,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Collaboration with Professionals and Coaches,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Monitoring and Adjusting for Lifestyle Changes,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Evidence-based Decision Making,definition
WELL.7,"Health, Fitness & Lifestyle",Integrating Wellness Guides into a Holistic Approach,Knowledge Synthesis and Reflection,definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,Implementation Projects and Wellness Challenges,definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,Measuring Progress and Success,definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,Staying Informed on Emerging Research,definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,Adaptation and Habit Formation,definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,"Reflection, Journaling and Mindful Living",definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,Lifelong Learning and Growth,definition
WELL.8,"Health, Fitness & Lifestyle",Practical Application & Continuous Learning,Contribution to Community and Mentoring,definition
SPIR.1,Spirituality & Religion,Foundations of Spirituality & Religion,Understanding Spirituality and Religion,definition
SPIR.1,Spirituality & Religion,Foundations of Spirituality & Religion,Comparative Approaches and Definitions,definition
SPIR.1,Spirituality & Religion,Foundations of Spirituality & Religion,Role of Sacred Texts and Study Methodologies,definition
SPIR.1,Spirituality & Religion,Foundations of Spirituality & Religion,Philosophy and Psychology of Spiritual Experience,definition
SPIR.1,Spirituality & Religion,Foundations of Spirituality & Religion,"Rituals, Symbols and Practices",definition
SPIR.1,Spirituality & Religion,Foundations of Spirituality & Religion,Historical Development of Spiritual Traditions,definition
SPIR.2,Spirituality & Religion,Core Sacred Texts & Traditions,"Eastern Traditions and Texts (Vedas, Upanishads, Bhagavad Gita, Dhammapada, Tao Te Ching, etc.)",definition
SPIR.2,Spirituality & Religion,Core Sacred Texts & Traditions,"Western and Abrahamic Texts (Torah/Tanakh, Bible, Quran, Hadith, Talmud, Apocrypha, etc.)",definition
SPIR.2,Spirituality & Religion,Core Sacred Texts & Traditions,Other Global Sacred Texts and Indigenous Traditions,definition
SPIR.2,Spirituality & Religion,Core Sacred Texts & Traditions,"Mystical and Esoteric Writings (Kabbalah, Sufism, Gnosticism, Hermeticism, etc.)",definition
SPIR.2,Spirituality & Religion,Core Sacred Texts & Traditions,Commentary and Exegetical Literature,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Historical-Critical Methods and Hermeneutics,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Literary and Thematic Analysis,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Theological and Philosophical Interpretations,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Comparative Religion and Interfaith Dialogue,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Feminist and Liberation Theologies,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Contextual and Cultural Approaches,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Anthropology and Sociology of Religion,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Myth and Mythopoeia,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Personal Spiritual Practice and Development,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Spirituality in Health and Well-being,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Ethical and Moral Dimensions,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Religion in Education and Public Life,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Interfaith Dialogue and Religious Pluralism,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Spirituality and Social Justice,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Artistic and Cultural Expressions,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Contemporary Interpretations and Adaptations,definition
SPIR.4,Spirituality & Religion,Application & Contemporary Relevance,Environmental and Eco-Spirituality,definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,Expanding Comparative Religion Research,definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,Emerging Spiritual Movements and Practices,definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,Digital Innovations and Online Communities,definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,"Critical Issues (Secularism, Fundamentalism, Globalization)",definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,"Science and Spirituality (Cosmology, Neuroscience, Psychology, AI)",definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,Public Scholarship and Education,definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,Interdisciplinary and Intercultural Collaboration,definition
SPIR.5,Spirituality & Religion,Continuing Study & Future Directions,Personal and Community Impact,definition
MATH.1.1,Foundations & Preliminaries,Mathematical Logic & Proof Techniques,Direct and Indirect Proofs (Contradiction and Contrapositive),definition
MATH.1.1,Foundations & Preliminaries,Mathematical Logic & Proof Techniques,Mathematical Induction and Recursive Reasoning,definition
MATH.1.1,Foundations & Preliminaries,Mathematical Logic & Proof Techniques,Logical Equivalences and Truth Tables,definition
MATH.1.1,Foundations & Preliminaries,Mathematical Logic & Proof Techniques,Quantifiers and Formal Reasoning,definition
MATH.1.2,Foundations & Preliminaries,Set Theory & Foundations,Cartesian Products and Power Sets,definition
MATH.1.2,Foundations & Preliminaries,Set Theory & Foundations,Equivalence Relations and Partitions,definition
MATH.1.2,Foundations & Preliminaries,Set Theory & Foundations,Well-Ordering Principle and Ordinal Numbers,definition
MATH.1.3,Foundations & Preliminaries,Number Systems,Extended Real Numbers,definition
MATH.1.3,Foundations & Preliminaries,Number Systems,Quaternions and Octonions,definition
MATH.1.3,Foundations & Preliminaries,Number Systems,p-adic Numbers and Surreal Numbers,definition
MATH.2.1,Arithmetic & Elementary Topics,Basic Arithmetic,Exponentiation and Roots,definition
MATH.2.1,Arithmetic & Elementary Topics,Basic Arithmetic,Divisibility and Prime Factorization,definition
MATH.2.2,Arithmetic & Elementary Topics,"Fractions, Decimals & Percentages",Percentage Change and Compound Interest,definition
MATH.2.3,Arithmetic & Elementary Topics,Basic Numeracy Skills,Absolute Value and Number Line,definition
MATH.2.3,Arithmetic & Elementary Topics,Basic Numeracy Skills,Significant Figures and Scientific Notation,definition
MATH.3.1,Algebra,Elementary Algebra,Radicals and Exponential Expressions,definition
MATH.3.1,Algebra,Elementary Algebra,Absolute-Value Equations and Inequalities,definition
MATH.3.1,Algebra,Elementary Algebra,Graphing Linear and Quadratic Functions,definition
MATH.3.2,Algebra,Intermediate Algebra,Binomial Theorem,definition
MATH.3.2,Algebra,Intermediate Algebra,Complex Numbers and Polar Form,definition
MATH.3.2,Algebra,Intermediate Algebra,Rational and Radical Equations,definition
MATH.3.3,Algebra,Abstract (Advanced) Algebra,Group Actions and Representation Theory,definition
MATH.3.3,Algebra,Abstract (Advanced) Algebra,Semigroups and Monoids,definition
MATH.3.3,Algebra,Abstract (Advanced) Algebra,Commutative and Homological Algebra,definition
MATH.4.1,Geometry & Trigonometry,Geometry,Projective Geometry and Perspective,definition
MATH.4.1,Geometry & Trigonometry,Geometry,Fractal Geometry,definition
MATH.4.1,Geometry & Trigonometry,Geometry,Computational Geometry,definition
MATH.4.2,Geometry & Trigonometry,Trigonometry,Law of Sines and Law of Cosines,definition
MATH.4.2,Geometry & Trigonometry,Trigonometry,Trigonometric Form of Complex Numbers,definition
MATH.4.2,Geometry & Trigonometry,Trigonometry,Solving Trigonometric Equations,definition
MATH.5.1,Calculus & Analysis,Differential Calculus,Implicit Differentiation and Related Rates,definition
MATH.5.1,Calculus & Analysis,Differential Calculus,Taylor Series and Approximations,definition
MATH.5.2,Calculus & Analysis,Integral Calculus,Improper Integrals and Convergence,definition
MATH.5.2,Calculus & Analysis,Integral Calculus,Numerical Integration,definition
MATH.5.3,Calculus & Analysis,Multivariable Calculus,Coordinate Transformations and Jacobians,definition
MATH.5.3,Calculus & Analysis,Multivariable Calculus,"Integral Theorems: Green’s, Stokes’, Divergence",definition
MATH.5.4,Calculus & Analysis,Real Analysis,Measure Theory and Lebesgue Integration,definition
MATH.5.4,Calculus & Analysis,Real Analysis,Differentiation and Integration on Metric Spaces,definition
MATH.5.5,Calculus & Analysis,Complex Analysis,Taylor and Laurent Series,definition
MATH.5.5,Calculus & Analysis,Complex Analysis,Meromorphic Functions and Poles,definition
MATH.5.5,Calculus & Analysis,Complex Analysis,Analytic Continuation and Riemann Surfaces,definition
MATH.5.6,Calculus & Analysis,Functional Analysis (Advanced),Distribution Theory and Sobolev Spaces,definition
MATH.5.6,Calculus & Analysis,Functional Analysis (Advanced),Topological Vector Spaces,definition
MATH.6.1,Linear Algebra,Vector Spaces & Subspaces,Coordinate Systems and Change of Basis,definition
MATH.6.2,Linear Algebra,Matrices and Determinants,"LU, QR, and Cholesky Decomposition",definition
MATH.6.3,Linear Algebra,Linear Transformations,Rank-Nullity Theorem,definition
MATH.6.3,Linear Algebra,Linear Transformations,Orthogonal Projections,definition
MATH.6.4,Linear Algebra,Eigenvalues and Eigenvectors,Spectral Theorem and Normal Operators,definition
MATH.6.4,Linear Algebra,Eigenvalues and Eigenvectors,Singular Value Decomposition,definition
MATH.7.1,Differential Equations,Ordinary Differential Equations (ODEs),Series Solutions and Frobenius Method,definition
MATH.7.1,Differential Equations,Ordinary Differential Equations (ODEs),Laplace Transform Methods,definition
MATH.7.1,Differential Equations,Ordinary Differential Equations (ODEs),Qualitative Analysis of Nonlinear ODEs,definition
MATH.7.2,Differential Equations,Partial Differential Equations (PDEs),Transform Methods: Fourier and Laplace,definition
MATH.7.2,Differential Equations,Partial Differential Equations (PDEs),Green’s Functions and Integral Methods,definition
MATH.7.2,Differential Equations,Partial Differential Equations (PDEs),Finite Difference and Finite Element Methods,definition
MATH.8.1,Topology,Point-Set Topology,Separation Axioms (T0–T4),definition
MATH.8.1,Topology,Point-Set Topology,Product and Quotient Topologies,definition
MATH.8.1,Topology,Point-Set Topology,Metrization Theorems,definition
MATH.8.2,Topology,Algebraic Topology,CW and Simplicial Complexes,definition
MATH.8.2,Topology,Algebraic Topology,Higher Homotopy Groups,definition
MATH.8.2,Topology,Algebraic Topology,Cohomology Operations,definition
MATH.9.1,"Probability, Statistics & Combinatorics",Probability Theory,Conditional Probability and Bayes’ Theorem,definition
MATH.9.1,"Probability, Statistics & Combinatorics",Probability Theory,Law of Large Numbers and Central Limit Theorem,definition
MATH.9.2,"Probability, Statistics & Combinatorics",Statistics,Nonparametric Methods,definition
MATH.9.2,"Probability, Statistics & Combinatorics",Statistics,Analysis of Variance (ANOVA),definition
MATH.9.2,"Probability, Statistics & Combinatorics",Statistics,Multivariate Statistics,definition
MATH.9.3,"Probability, Statistics & Combinatorics",Combinatorics,Pigeonhole Principle and Inclusion–Exclusion,definition
MATH.9.3,"Probability, Statistics & Combinatorics",Combinatorics,Extremal Combinatorics,definition
MATH.9.3,"Probability, Statistics & Combinatorics",Combinatorics,Design Theory and Ramsey Theory,definition
MATH.10.1,Number Theory,Elementary Number Theory,Primality Testing and Factorization Algorithms,definition
MATH.10.1,Number Theory,Elementary Number Theory,Quadratic Reciprocity and Legendre Symbol,definition
MATH.10.1,Number Theory,Elementary Number Theory,Partition Functions and Generating Functions,definition
MATH.10.2,Number Theory,Advanced Number Theory,Elliptic Curves and Modular Forms,definition
MATH.10.2,Number Theory,Advanced Number Theory,p-adic Analysis and Local Fields,definition
MATH.10.2,Number Theory,Advanced Number Theory,Transcendental Number Theory,definition
MATH.11.1,Mathematical Logic & Foundations (Advanced),Advanced Set Theory,Large Cardinals and Axiom of Determinacy,definition
MATH.11.1,Mathematical Logic & Foundations (Advanced),Advanced Set Theory,Descriptive Set Theory,definition
MATH.11.2,Mathematical Logic & Foundations (Advanced),Computability & Recursion Theory,Gödel’s Incompleteness Theorems,definition
MATH.11.2,Mathematical Logic & Foundations (Advanced),Computability & Recursion Theory,Lambda Calculus and Computable Functions,definition
MATH.11.3,Mathematical Logic & Foundations (Advanced),Category Theory,Monads and Adjunctions,definition
MATH.11.3,Mathematical Logic & Foundations (Advanced),Category Theory,Higher Categories and ∞‑Categories,definition
MATH.12.1,Optimization & Operations Research,Optimization Theory,Integer and Combinatorial Optimization,definition
MATH.12.1,Optimization & Operations Research,Optimization Theory,Dynamic and Stochastic Programming,definition
MATH.12.2,Optimization & Operations Research,Operations Research,Queueing Theory and Markov Decision Processes,definition
MATH.12.2,Optimization & Operations Research,Operations Research,Inventory and Supply Chain Models,definition
MATH.13.1,Advanced and Interdisciplinary Topics,Dynamical Systems and Chaos,Fractals and Self-Similarity,definition
MATH.13.1,Advanced and Interdisciplinary Topics,Dynamical Systems and Chaos,Ergodic Theory and Measure-Preserving Transformations,definition
MATH.13.2,Advanced and Interdisciplinary Topics,Fourier and Harmonic Analysis,Distribution Theory and Generalized Functions,definition
MATH.13.2,Advanced and Interdisciplinary Topics,Fourier and Harmonic Analysis,Time-Frequency Analysis,definition
MATH.13.3,Advanced and Interdisciplinary Topics,Information Theory,Channel Capacity and Error-Correcting Codes,definition
MATH.13.3,Advanced and Interdisciplinary Topics,Information Theory,Rate-Distortion Theory,definition
MATH.13.4,Advanced and Interdisciplinary Topics,Mathematical Modeling,Deterministic vs. Stochastic Modeling,definition
MATH.13.4,Advanced and Interdisciplinary Topics,Mathematical Modeling,Sensitivity Analysis and Model Validation,definition
MATH.13.4,Advanced and Interdisciplinary Topics,Mathematical Modeling,Agent-Based and Multi-Scale Models,definition
PHYS.2.1,Physics: Classical Mechanics,Kinematics,Relative and Projectile Motion,definition
PHYS.2.5,Physics: Classical Mechanics,Rotational Dynamics,Angular Momentum Conservation,definition
PHYS.2.7,Physics: Classical Mechanics,Oscillations & Waves,Standing Waves and Resonance,definition
PHYS.2.8,Physics: Classical Mechanics,Fluid Mechanics,"Viscosity, Laminar and Turbulent Flow",definition
